number,description,department,type,brand,unit_type
45200-11,Used Automotive Sales,8,1,33,189
45100-11,Used Motorcycle Sales,8,1,33,137
44999-11,General Excise Tax Collected,3,1,52,191
44900-11,Other Major Unit Inventory Sales,3,1,33,153
44400-11,Kymco,3,1,15,170
44300-11,Triumph,3,1,17,170
44200-11,Piaggio,3,1,26,170
44100-11,Vespa,3,1,18,143
43900-11,Ducati,3,1,11,170
43800-11,Aprilia,3,1,9,170
43700-11,Moto Guzzi,3,1,47,170
43600-11,BMW,3,1,10,170
43500-11,KTM,3,1,14,170
43400-11,Honda,3,1,3,170
43300-11,Yamaha,3,1,8,170
43200-11,Kawasaki,3,1,6,170
43100-11,Harley Davidson,3,1,23,171
80300-10,Other Income,3,1,52,191
45300-10,Used Other Product Inventory Sales,8,1,33,153
45200-10,Used Automotive Sales,8,1,33,189
45100-10,Used Motorcycle Sales,8,1,33,137
44999-10,General Excise Tax Collected,3,1,52,191
44900-10,Other Major Unit Inventory Sales,3,1,33,153
44800-10,Zero,3,1,45,170
44700-10,GasGas,3,1,137,137
44600-10,Onyx,3,1,33,170
44500-10,Wicked Thumb,3,1,33,153
44400-10,Kymco,3,1,15,170
44300-10,Triumph,3,1,17,170
44200-10,Piaggio,3,1,26,170
44100-10,Vespa,3,1,18,143
43900-10,Ducati,3,1,11,170
43800-10,Aprilia,3,1,9,170
43700-10,Moto Guzzi,3,1,47,170
43600-10,BMW,3,1,10,170
43530-10,Sea Doo,3,1,4,146
43520-10,Can-Am,3,1,4,170
43510-10,Husqvarna,3,1,13,170
43500-10,KTM,3,1,14,170
43400-10,Honda,3,1,3,170
43300-10,Yamaha,3,1,8,170
43200-10,Kawasaki,3,1,6,170
43100-10,Harley Davidson,3,1,23,171
80300-10,Other Income,3,1,52,191
45300-10,Used Other Product Inventory Sales,8,1,33,153
45200-10,Used Automotive Sales,8,1,33,189
45100-10,Used Motorcycle Sales,8,1,33,137
44999-10,General Excise Tax Collected,3,1,52,191
44900-10,Other Major Unit Inventory Sales,3,1,33,153
44800-10,Zero,3,1,45,170
44700-10,GasGas,3,1,137,137
44500-10,Wicked Thumb,3,1,33,153
44400-10,Kymco,3,1,15,170
44300-10,Triumph,3,1,17,170
44200-10,Piaggio,3,1,26,170
44100-10,Vespa,3,1,18,143
43900-10,Ducati,3,1,11,170
43800-10,Aprilia,3,1,9,170
43700-10,Moto Guzzi,3,1,47,170
43600-10,BMW,3,1,10,170
43530-10,Sea Doo,3,1,4,146
43520-10,Can-Am,3,1,4,170
43510-10,Husqvarna,3,1,13,170
43500-10,KTM,3,1,14,170
43400-10,Honda,3,1,3,170
43300-10,Yamaha,3,1,8,170
43200-10,Kawasaki,3,1,6,170
43100-10,Harley Davidson,3,1,23,171
46200-20,Used Units Wholesale - Sales,8,1,33,173
45900-20,Used Other Products - Sales,8,1,33,153
45300-20,Used Trailers - Sales,8,1,33,150
45190-20,Used Engines - Sales,8,1,33,152
45180-20,Used Dirt Bikes - Sales,8,1,33,139
45170-20,Used Boats - Sales,8,1,33,151
45160-20,Used Power Equipment - Sales,8,1,33,152
45150-20,Used Snowmobiles - Sales,8,1,33,149
45140-20,Used Watercraft - Sales,8,1,33,146
45130-20,Used Scooters - Sales,8,1,33,143
45125-20,Used UTV - Sales,8,1,33,145
45120-20,Used ATVs - Sales,8,1,33,162
45110-20,Used Motorcycles - Sales,8,1,33,137
44600-10,New Units Wholesale - Sales,3,1,33,173
44800-10,New Other Products - Sales,3,1,33,153
43700-10,NEW EX MARK,3,1,33,152
43950-10,NEW HUSTLER SALES,3,1,127,152
43900-10,NEW STIHL SALES,3,1,83,152
43800-10,NEW FERRIS SALES,3,1,33,152
44950-10,Logistics Surcharge,3,1,52,191
44900-10,Freight Fee Income,3,1,52,187
44700-10,New Trailers - All - Sales,3,1,33,150
43495-10,BRP Set Up & Assembly Income,3,1,52,190
43450-10,BRP UTV Sales,3,1,4,145
43440-10,BRP Watercraft Sales,3,1,4,146
43420-10,BRP Can-Am ATV Sales,3,1,4,162
43640-10,NEW HONDA  SCOOTER SALES,3,1,3,143
43630-10,NEW HONDA  MOTORCYCLE SALES,3,1,3,137
43600-10,NEW HONDA ATV SALES,3,1,3,162
43610-10,NEW HONDA UTV SALES,3,1,3,145
43620-10,NEW HONDA DIRT BIKE SALES,3,1,3,139
43650-10,New Honda Generators,3,1,3,152
43415-10,BRP Can-Am Trailer Sales,3,1,4,150
43510-10,NEW KAWASKI ATV SALES,3,1,6,162
43520-10,NEW KAWASKI UTV SALES,3,1,6,145
43410-10,BRP Can-Am Motorcycle Sales,3,1,4,169
43395-10,Polaris Set Up & Assembly,3,1,52,190
43360-10,Polaris - Motorcycle Sales,3,1,16,169
43350-10,Polaris - UTV Sales,3,1,16,145
43320-10,Polaris - ATV Sales,3,1,16,162
43295-10,Yamaha Set Up & Assembly,3,1,52,190
43290-10,(Mfg #2) Engine - Sales,3,1,8,168
43280-10,Yamaha Dirt Bikes - Sales,3,1,8,139
43270-10,Boat and Motor - Sales,3,1,8,151
43260-10,(Mfg #2) Power Equipment - Sales,3,1,8,152
43250-10,Yamaha UTV - Sales,3,1,8,145
43240-10,Yamaha Watercraft - Sales,3,1,8,146
43230-10,Yamaha Scooters - Sales,3,1,8,143
43220-10,Yamaha ATVs - Sales,3,1,8,162
43210-10,Yamaha Motorcycles - Sales,3,1,8,137
43100-10,"Total Sales, New Suzuki",3,1,7,170
43195-10,Suzuki Set Up & Assembly,3,1,52,190
43190-10,New Suzuki Boat Engine - Sales,3,1,7,168
43180-10,Suzuki Dirtbike Sales,3,1,7,139
43170-10,(Mfg #1) Boats - Sales,3,1,7,151
43160-10,(Mfg #1) Power Equipment - Sales,3,1,7,152
43150-10,(Mfg #1) Snowmobiles - Sales,3,1,7,149
43140-10,Suzuki UTV - Sales,3,1,7,145
43130-10,Suzuki Scooter Sales,3,1,7,143
43120-10,Suzuki ATV Sales,3,1,7,162
43110-10,Suzuki Motorcycle Sales,3,1,7,137
80350,Set Up & Assembly Income,3,1,52,190
45200-20,Used Car Sales,8,1,33,189
43700-10,NEW EX MARK,3,1,33,152
43800-10,NEW FERRIS SALES,3,1,33,152
43950-10,NEW HUSTLER SALES,3,1,33,152
43900-10,NEW STIHL SALES,3,1,33,152
46200-20,Used Units Wholesale - Sales,8,1,33,173
45900-20,Used Other Products - Sales,8,1,33,153
45300-20,Used Trailers - Sales,8,1,33,150
45190-20,Used Engines - Sales,8,1,33,152
45180-20,Used Dirt Bikes - Sales,8,1,33,139
45170-20,Used Boats - Sales,8,1,33,151
45160-20,Used Power Equipment - Sales,8,1,33,152
45150-20,Used Snowmobiles - Sales,8,1,33,149
45140-20,Used Watercraft - Sales,8,1,33,146
45130-20,Used Scooters - Sales,8,1,33,143
45120-20,Used ATVs - Sales,8,1,33,162
45110-20,Used Motorcycles - Sales,8,1,33,137
44950-10,Logistics Surcharge,3,1,52,191
44900-10,Freight Fee Income,3,1,52,187
44700-10,New Trailers - All - Sales,3,1,33,150
43295-10,Yamaha Set Up & Assembly,3,1,52,190
43290-10,(Mfg #2) Engine - Sales,3,1,33,152
43270-10,Boat and Motor - Sales,3,1,33,151
43260-10,(Mfg #2) Power Equipment - Sales,3,1,33,152
43280-10,Yamaha Dirt Bikes - Sales,3,1,8,139
43130-10,Suzuki Scooter Sales,3,1,7,143
43195-10,Suzuki Set Up & Assembly,3,1,52,190
43190-10,New Suzuki Boat Engine - Sales,3,1,7,168
43180-10,Suzuki Dirtbike Sales,3,1,7,139
43170-10,(Mfg #1) Boats - Sales,3,1,33,151
43160-10,(Mfg #1) Power Equipment - Sales,3,1,33,152
43640-10,NEW HONDA  SCOOTER SALES,3,1,3,143
43250-10,Yamaha UTV - Sales,3,1,8,145
43150-10,(Mfg #1) Snowmobiles - Sales,3,1,33,149
43140-10,Suzuki UTV - Sales,3,1,7,145
43620-10,NEW HONDA DIRT BIKE SALES,3,1,3,139
43610-10,NEW HONDA UTV SALES,3,1,3,145
43395-10,Polaris Set Up & Assembly,3,1,52,190
43630-10,NEW HONDA  MOTORCYCLE SALES,3,1,3,137
43600-10,NEW HONDA ATV SALES,3,1,3,162
43495-10,BRP Set Up & Assembly Income,3,1,52,190
43510-10,NEW KAWASKI ATV SALES,3,1,6,162
43520-10,NEW KAWASKI UTV SALES,3,1,6,145
44600-10,New Units Wholesale - Sales,3,1,33,173
44800-10,New Other Products - Sales,3,1,33,153
43230-10,Yamaha Scooters - Sales,3,1,8,143
43450-10,BRP UTV Sales,3,1,4,145
43360-10,Polaris - Motorcycle Sales,3,1,16,169
43350-10,Polaris - UTV Sales,3,1,16,145
43440-10,BRP Watercraft Sales,3,1,4,146
43420-10,BRP Can-Am ATV Sales,3,1,4,162
43320-10,Polaris - ATV Sales,3,1,16,162
43415-10,BRP Can-Am Trailer Sales,3,1,4,150
43410-10,BRP Can-Am Motorcycle Sales,3,1,4,169
43240-10,Yamaha Watercraft - Sales,3,1,8,146
43220-10,Yamaha ATVs - Sales,3,1,8,162
43210-10,Yamaha Motorcycles - Sales,3,1,8,137
43120-10,Suzuki ATV Sales,3,1,7,162
43110-10,Suzuki Motorcycle Sales,3,1,7,137
80700-10,Convenience Fee,3,1,52,191
46200-20,Used Units Wholesale - Sales,8,1,33,173
45900-20,Used Other Products - Sales,8,1,33,153
45300-20,Used Trailers - Sales,8,1,33,150
45190-20,Used Engines - Sales,8,1,33,153
45180-20,Used Dirt Bikes - Sales,8,1,33,139
45170-20,Used Boats - Sales,8,1,33,151
45160-20,Used Power Equipment - Sales,8,1,33,152
45150-20,Used Snowmobiles - Sales,8,1,33,149
45140-20,Used UTV - Sales,8,1,33,145
45130-20,Used Scooters - Sales,8,1,33,143
45120-20,Used ATVs - Sales,8,1,33,162
45110-20,Used Motorcycles - Sales,8,1,33,137
44600-10,New Units Wholesale - Sales,3,1,33,173
44800-10,New Other Products - Sales,3,1,33,153
44700-10,New Trailers - All - Sales,3,1,33,150
44120-10,"Total Sales, New Can-Am ATVs",3,1,4,162
44110-10,"Total Sales, New Can-Am UTVs",3,1,4,145
44070-10,KAYO Motorcycle - Sales,3,1,131,137
44060-10,KAYO ATVs - Sales,3,1,131,162
44030-10,CF Moto UTVs - Sales,3,1,44,145
44020-10,CF Moto Motorcycles - Sales,3,1,44,137
44010-10,CF Moto ATVs - Sales,3,1,44,162
43950-10,Volcon Ebikes - Sales,3,1,171,142
43850-10,UBCO Ebike - Sales,3,1,33,207
43750-10,Mahindra UTV - Sales,3,1,54,145
43640-10,Kymco UTV - Sales,3,1,15,145
43660-10,Kymco Motorcycles - Sales,3,1,15,137
43650-10,Kymco Scooters - Sales,3,1,15,143
43600-10,Kymco ATVs - Sales,3,1,15,162
43430-10,Polaris UTV - Sales,3,1,16,145
43420-10,Polaris Motorcycles - Sales,3,1,16,137
43410-10,Polaris ATVs - Sales,3,1,16,162
43380-10,Suzuki Dirt Bikes - Sales,3,1,7,139
43330-10,Suzuki Scooters - Sales,3,1,7,143
43320-10,Suzuki ATVs - Sales,3,1,7,162
43310-10,Suzuki Motorcycles - Sales,3,1,7,137
43290-10,Kawasaki Ebikes - Sales,3,1,6,207
43280-10,Kawasaki Dirt Bikes - Sales,3,1,6,139
43240-10,Kawasaki UTV - Sales,3,1,6,145
43230-10,Kawasaki Scooters - Sales,3,1,6,143
43220-10,Kawasaki ATVs - Sales,3,1,6,162
43210-10,Kawasaki Motorcycles - Sales,3,1,6,137
43190-10,Yamaha Engine - Sales,3,1,8,153
43180-10,Yamaha Dirt Bikes - Sales,3,1,8,139
43170-10,Yamaha Boats - Sales,3,1,8,151
43160-10,Yamaha Power Equipment - Sales,3,1,8,152
43150-10,Yamaha Snowmobiles - Sales,3,1,8,149
43140-10,Yamaha UTV - Sales,3,1,8,145
43130-10,Yamaha Scooters - Sales,3,1,8,143
43120-10,Yamaha ATVs - Sales,3,1,8,162
43110-10,Yamaha Motorcycles - Sales,3,1,8,137
65300-11,Used Other Products Inventory CGS,8,2,33,153
65200-11,Used Automotive CGS,8,2,33,189
65100-11,Used Motorcycle CGS,8,2,33,137
64999-11,General Excise Tax Paid,3,2,52,191
64910-11,Gift Cards CGS,3,2,52,191
64900-11,Other Major Unit Inventory CGS,3,2,33,153
64400-11,Kymco CGS,3,2,15,170
64300-11,Triumph CGS,3,2,17,170
64200-11,Piaggio CGS,3,2,26,170
64100-11,Vespa CGS,3,2,18,143
63900-11,Ducati CGS,3,2,11,170
63800-11,Aprilia CGS,3,2,9,170
63700-11,Moto Guzzi CGS,3,2,47,170
63600-11,BMW CGS,3,2,10,170
63500-11,KTM CGS,3,2,14,170
63400-11,Honda CGS,3,2,3,170
63300-11,Yamaha CGS,3,2,8,170
63200-11,Kawasaki CGS,3,2,6,170
63100-11,Harley Davidson CGS,3,2,23,171
65300-10,Used Other Products Inventory CGS,8,2,33,153
65200-10,Used Automotive CGS,8,2,33,189
65100-10,Used Motorcycle CGS,8,2,33,137
64999-10,General Excise Tax Paid,3,2,52,191
64910-10,Gift Cards CGS,3,2,52,191
64900-10,Other Major Unit Inventory CGS,3,2,33,153
64800-10,Zero CGS,3,2,45,170
64700-10,GasGas CGS,3,2,137,137
64600-10,Onyx CGS,3,2,33,170
64500-10,Wicked Thumb CGS,3,2,33,153
64400-10,Kymco CGS,3,2,15,170
64300-10,Triumph CGS,3,2,17,170
64200-10,Piaggio CGS,3,2,26,170
64100-10,Vespa CGS,3,2,18,143
63900-10,Ducati CGS,3,2,11,170
63800-10,Aprilia CGS,3,2,9,170
63700-10,Moto Guzzi CGS,3,2,47,170
63600-10,BMW CGS,3,2,10,170
63530-10,Sea Doo CGS,3,2,4,146
63520-10,Can-Am CGS,3,2,4,170
63510-10,Husqvarna CGS,3,2,13,170
63500-10,KTM CGS,3,2,14,170
63400-10,Honda CGS,3,2,3,170
63300-10,Yamaha CGS,3,2,8,170
63200-10,Kawasaki CGS,3,2,6,170
63100-10,Harley Davidson CGS,3,2,23,171
65300-10,Used Other Products Inventory CGS,8,2,33,153
65200-10,Used Automotive CGS,8,2,33,189
65100-10,Used Motorcycle CGS,8,2,33,137
64999-10,General Excise Tax Paid,3,2,52,191
64900-10,Other Major Unit Inventory CGS,3,2,33,153
64800-10,Zero CGS,3,2,45,170
64700-10,GasGas CGS,3,2,137,137
64500-10,Wicked Thumb CGS,3,2,33,153
64400-10,Kymco CGS,3,2,15,170
64300-10,Triumph CGS,3,2,17,170
64200-10,Piaggio CGS,3,2,26,170
64100-10,Vespa CGS,3,2,18,143
63900-10,Ducati CGS,3,2,11,170
63800-10,Aprilia CGS,3,2,9,170
63700-10,Moto Guzzi CGS,3,2,47,170
63600-10,BMW CGS,3,2,10,170
63530-10,Sea Doo CGS,3,2,4,146
63520-10,Can-Am CGS,3,2,4,170
63510-10,Husqvarna CGS,3,2,13,170
63500-10,KTM CGS,3,2,14,170
63400-10,Honda CGS,3,2,3,170
63300-10,Yamaha CGS,3,2,8,170
63200-10,Kawasaki CGS,3,2,6,170
63100-10,Harley Davidson CGS,3,2,23,171
66400-20,Used Inventory Adjustment,8,2,52,175
66300-20,Reconditioning,8,2,52,176
66200-20,Used Units Wholesale - CGS,8,2,33,173
65900-20,Used Other Products - CGS,8,2,33,153
65300-20,Used Trailers - CGS,8,2,33,150
65190-20,Used Engines - CGS,8,2,33,152
65180-20,Used Dirt Bikes - CGS,8,2,33,139
65170-20,Used Boats - CGS,8,2,33,151
65160-20,Used Power Equipment - CGS,8,2,33,152
65150-20,Used Snowmobiles - CGS,8,2,33,149
65140-20,Used Watercraft - CGS,8,2,33,146
65130-20,Used Scooters - CGS,8,2,33,143
65125-20,Used UTV- CGS,8,2,33,145
65120-20,Used ATVs - CGS,8,2,33,162
65110-20,Used Motorcycles - CGS,8,2,33,137
70200-10,Inventory Write off,3,2,52,175
64600-10,"CGS, New Units Wholesale",3,2,33,173
64900-10,PACK COST,3,2,52,187
64800-10,New Other Products - CGS,3,2,33,153
64700-10,New Trailers - All - CGS,3,2,33,150
63520-10,KAWASAKI - UTV - CGS,3,2,6,145
63650-10,HONDA - GENERATOR- CGS,3,2,3,152
63640-10,HONDA - SCOOTER- CGS,3,2,3,143
63630-10,HONDA - MOTORCYCLE- CGS,3,2,3,137
63620-10,HONDA - DIRT BIKE- CGS,3,2,3,139
63610-10,HONDA - UTV - CGS,3,2,3,145
63700-10,EX MARK- CGS,3,2,33,152
63800-10,FERRIS - CGS,3,2,33,152
63950-10,HUSTLER - CGS,3,2,127,152
63900-10,STIHL - CGS,3,2,83,152
63600-10,HONDA - ATV - CGS,3,2,3,162
63510-10,KAWASAKI - ATV - CGS,3,2,6,162
63000-10,New Major Unit Cost of Sales,3,2,52,191
63450-10,BRP - UTV - CGS,3,2,4,145
63440-10,BRP - Watercraft - CGS,3,2,4,146
63420-10,BRP - ATV - CGS,3,2,4,162
63415-10,BRP Can-Am Trailers - CGS,3,2,4,150
63410-10,BRP - Motorcycle - CGS,3,2,4,169
63360-10,Polaris - Motorcycle- CGS,3,2,16,169
63350-10,Polaris - UTV - CGS,3,2,16,145
63320-10,Polaris - ATV - CGS,3,2,16,162
63295-10,(Mfg #2) Trailer - CGS,3,2,33,150
63290-10,(Mfg #2) Engine - CGS,3,2,8,168
63280-10,Yamaha  Dirt Bikes - CGS,3,2,8,139
63270-10,Boat and Motor - CGS,3,2,8,151
63260-10,(Mfg #2) Power Equipment - CGS,3,2,8,152
63250-10,Yamaha UTV - CGS,3,2,8,145
63240-10,Yamaha Watercraft - CGS,3,2,8,146
63230-10,Yamaha Scooters - CGS,3,2,8,143
63220-10,Yamaha ATVs - CGS,3,2,8,162
63210-10,Yamaha  Motorcycles - CGS,3,2,8,137
63195-10,(Mfg #1) Trailer - CGS,3,2,33,150
63190-10,New Suzuki Boat Engine - CGS,3,2,7,168
63180-10,Suzuki Dirt Bikes - CGS,3,2,7,139
63170-10,(Mfg #1) Boats - CGS,3,2,7,151
63160-10,(Mfg #1) Power Equipment - CGS,3,2,7,152
63150-10,(Mfg #1) Snowmobiles - CGS,3,2,7,149
63140-10,Suzuki UTV - CGS,3,2,7,145
63130-10,Suzuki Scooters - CGS,3,2,7,143
63120-10,Suzuki  ATVs - CGS,3,2,7,162
63110-10,Suzuki Motorcycles - CGS,3,2,7,137
66400-20,Used Inventory Adjustment,8,2,52,175
66300-20,Reconditioning,8,2,52,176
66200-20,Used Units Wholesale - CGS,8,2,33,173
65900-20,Used Other Products - CGS,8,2,33,153
65300-20,Used Trailers - CGS,8,2,33,150
65190-20,Used Engines - CGS,8,2,33,152
65180-20,Used Dirt Bikes - CGS,8,2,33,139
65170-20,Used Boats - CGS,8,2,33,151
65160-20,Used Power Equipment - CGS,8,2,33,152
65150-20,Used Snowmobiles - CGS,8,2,33,149
65140-20,Used Watercraft - CGS,8,2,33,146
65130-20,Used Scooters - CGS,8,2,33,143
65120-20,Used ATVs - CGS,8,2,33,162
65110-20,Used Motorcycles - CGS,8,2,33,137
64600-10,"CGS, New Units Wholesale",3,2,33,173
64800-10,New Other Products - CGS,3,2,33,153
64900-10,PACK - CGS,3,2,52,187
64700-10,New Trailers - All - CGS,3,2,33,150
63520-10,KAWASAKI - UTV - CGS,3,2,6,145
63640-10,HONDA - SCOOTER- CGS,3,2,3,143
63630-10,HONDA - MOTORCYCLE- CGS,3,2,3,137
63620-10,HONDA - DIRT BIKE- CGS,3,2,3,139
63610-10,HONDA - UTV - CGS,3,2,3,145
63700-10,EX MARK- CGS,3,2,33,152
63800-10,FERRIS - CGS,3,2,33,152
63950-10,HUSTLER - CGS,3,2,33,152
63900-10,STIHL - CGS,3,2,33,152
63600-10,HONDA - ATV - CGS,3,2,3,162
63510-10,KAWASAKI - ATV - CGS,3,2,6,162
63450-10,BRP - UTV - CGS,3,2,4,145
63440-10,BRP - Watercraft - CGS,3,2,4,146
63420-10,BRP - ATV - CGS,3,2,4,162
63415-10,BRP Can-Am Trailers - CGS,3,2,4,150
63410-10,BRP - Motorcycle - CGS,3,2,4,169
63360-10,Polaris - Motorcycle- CGS,3,2,16,169
63350-10,Polaris - UTV - CGS,3,2,16,145
63320-10,Polaris - ATV - CGS,3,2,16,162
63295-10,(Mfg #2) Trailer - CGS,3,2,33,150
63290-10,(Mfg #2) Engine - CGS,3,2,33,152
63280-10,Yamaha  Dirt Bikes - CGS,3,2,8,139
63270-10,Boat and Motor - CGS,3,2,33,151
63260-10,(Mfg #2) Power Equipment - CGS,3,2,33,152
63250-10,Yamaha UTV - CGS,3,2,8,145
63240-10,Yamaha Watercraft - CGS,3,2,8,146
63230-10,Yamaha Scooters - CGS,3,2,8,143
63220-10,Yamaha ATVs - CGS,3,2,8,162
63210-10,Yamaha  Motorcycles - CGS,3,2,8,137
63195-10,(Mfg #1) Trailer - CGS,3,2,33,150
63190-10,New Suzuki Boat Engine - CGS,3,2,7,168
63180-10,Suzuki Dirt Bikes - CGS,3,2,7,139
63170-10,(Mfg #1) Boats - CGS,3,2,33,151
63160-10,(Mfg #1) Power Equipment - CGS,3,2,33,152
63150-10,(Mfg #1) Snowmobiles - CGS,3,2,33,149
63140-10,Suzuki UTV - CGS,3,2,7,145
63130-10,Suzuki Scooters - CGS,3,2,7,143
63120-10,Suzuki  ATVs - CGS,3,2,7,162
63110-10,Suzuki Motorcycles - CGS,3,2,7,137
63000-10,New Major Unit Cost of Sales,3,2,33,170
80470-10,CFMoto Rebates,3,2,44,179
80460-10,KAYO/UBCO  Rebates,3,2,131,179
80450-10,Kymco Rebates,3,2,15,179
80440-10,Polaris Rebates,3,2,16,179
80430-10,Kawasaki Rebates,3,2,6,179
80420-10,Suzuki Rebates,3,2,7,179
80410-10,Yamaha Rebates,3,2,8,179
66400-20,Used Inventory Adjustment,8,2,52,175
66300-20,Reconditioning,8,2,52,176
66250-20,Loss/Gain in Parts/Labor on Sold Units,8,2,52,175
66200-20,Used Units Wholesale - CGS,8,2,33,173
65900-20,Used Other Products - CGS,8,2,33,153
65300-20,Used Trailers - CGS,8,2,33,150
65190-20,Used Engines - CGS,8,2,33,153
65180-20,Used Dirt Bikes - CGS,8,2,33,139
65170-20,Used Boats - CGS,8,2,33,151
65160-20,Used Power Equipment - CGS,8,2,33,152
65150-20,Used Snowmobiles - CGS,8,2,33,149
65140-20,Used UTV - CGS,8,2,33,145
65130-20,Used Scooters - CGS,8,2,33,143
65120-20,Used ATVs - CGS,8,2,33,162
65110-20,Used Motorcycles - CGS,8,2,33,137
64600-10,"CGS, New Units Wholesale",3,2,33,173
64850-10,Loss/Gain in Parts/Labor on Sold Units,3,2,52,191
64800-10,New Other Products - CGS,3,2,33,153
64700-10,New Trailers - All - CGS,3,2,33,150
64120-10,Total New Can-Am ATVs - CGS,3,2,4,162
64110-10,Total New Can-Am UTVs - CGS,3,2,4,145
64070-10,New KAYO Motorcycles - CGS,3,2,131,137
64060-10,New KAYO ATVs - CGS,3,2,131,162
64030-10,New CF Moto UTVs - CGS,3,2,44,145
64020-10,New CF Moto Motorcycles - CGS,3,2,44,137
64010-10,New CF Moto ATVs - CGS,3,2,44,162
63950-10,New Volcon Ebike - CGS,3,2,171,142
63850-10,New UBCO Ebike - CGS,3,2,33,207
63750-10,New Mahindra UTV - CGS,3,2,54,145
63640-10,New Kymco UTV - CGS,3,2,15,145
63660-10,New Kymco Motorcycles - CGS,3,2,15,137
63650-10,New Kymco Scooters - CGS,3,2,15,143
63600-10,New Kymco ATVs - CGS,3,2,15,162
63430-10,Polaris UTV - CGS,3,2,16,145
63420-10,Polaris Motorcycles - CGS,3,2,16,137
63410-10,Polaris ATVs - CGS,3,2,16,162
63380-10,Suzuki Dirt Bikes - CGS,3,2,7,139
63330-10,Suzuki Scooters - CGS,3,2,7,143
63320-10,Suzuki ATVs - CGS,3,2,7,162
63310-10,Suzuki Motorcycles - CGS,3,2,7,137
63290-10,Kawasaki Ebikes - CGS,3,2,6,207
63280-10,Kawasaki Dirt Bikes - CGS,3,2,6,139
63240-10,Kawasaki UTV - CGS,3,2,6,145
63230-10,Kawasaki Scooters - CGS,3,2,6,143
63220-10,Kawasaki ATVs - CGS,3,2,6,162
63210-10,Kawasaki Motorcycles - CGS,3,2,6,137
63190-10,Yamaha Engine - CGS,3,2,8,153
63180-10,Yamaha Dirt Bikes - CGS,3,2,8,139
63170-10,Yamaha Boats - CGS,3,2,8,151
63160-10,Yamaha Power Equipment - CGS,3,2,8,152
63150-10,Yamaha Snowmobiles - CGS,3,2,8,149
63140-10,Yamaha UTV - CGS,3,2,8,145
63130-10,Yamaha Scooters - CGS,3,2,8,143
63120-10,Yamah ATVs - CGS,3,2,8,162
63110-10,Yamaha Motorcycles - CGS,3,2,8,137
26200,"Inventory, Parts on Open ROs",8,3,33,173
25910,Used Other - Inventory,8,3,33,153
25900,Used Auction - Inventory,8,3,33,173
25300,Used Trailers - Inventory,8,3,33,150
25190,Used Mower - Inventory,8,3,33,152
25180,Used Dirt Bikes - Inventory,8,3,33,139
25170,Used unit inventory write down,8,3,33,151
25160,Used Generators / Powerwashers - Inventory,8,3,33,152
25150,Used Slingshots - Inventory,8,3,33,169
25140,Used Watercraft - Inventory,8,3,33,146
25130,Used Scooters - Inventory,8,3,33,143
25125,Used UTVs - Inventory,8,3,33,145
25120,Used ATVs - Inventory,8,3,33,162
25110,Used Motorcycles - Inventory,8,3,33,137
24850,Hustler Powerwasher - Inventory,3,3,127,152
24800,Hustler Mowers - Inventory,3,3,127,152
23595,Trailer - Inventory,3,3,129,150
23450,Polaris Slingshot - Inventory,3,3,16,169
23425,Polaris UTVs - Inventory,3,3,16,145
23420,Polaris ATVs - Inventory,3,3,16,162
23410,Polaris Motorcycles - Inventory,3,3,16,137
23325,BRP UTVs - Inventory,3,3,4,145
23320,BRP ATVs - Inventory,3,3,4,162
23280,Kawasaki Dirt Bikes - Inventory,3,3,6,139
23240,Kawasaki Watercraft - Inventory,3,3,6,146
23225,Kawasaki UTVs - Inventory,3,3,6,145
23220,Kawasaki ATVs - Inventory,3,3,6,162
23210,Kawasaki Motorcycles - Inventory,3,3,6,137
23180,Yamaha Dirt Bikes - Inventory,3,3,8,139
23160,Yamaha Generators - Inventory,3,3,8,152
23140,Yamaha Watercraft - Inventory,3,3,8,146
23130,Yamaha Scooters - Inventory,3,3,8,143
23125,Yamaha UTVs - Inventory,3,3,8,145
23120,Yamaha ATVs - Inventory,3,3,8,162
23110,Yamaha Motorcycles - Inventory,3,3,8,137
25300,Used Other Products,8,3,33,153
25200,Used Automotive,8,3,33,189
25100,Used Motorcycle,8,3,33,137
24900,Other Major Unit Inventory,3,3,33,153
24800,Zero,3,3,45,170
24700,GasGas,3,3,137,137
24600,Onyx,3,3,33,170
24500,Wicked Thumb,3,3,33,153
24400,Kymco,3,3,15,170
24300,Triumph,3,3,17,170
24200,Piaggio,3,3,26,170
24100,Vespa,3,3,18,143
23900,Ducati,3,3,11,170
23800,Aprilia,3,3,9,170
23700,Moto Guzzi,3,3,47,170
23600,BMW,3,3,10,170
23530,Sea Doo,3,3,4,146
23520,Can-Am,3,3,4,170
23510,Husqvarna,3,3,13,170
23500,KTM,3,3,14,170
23400,Honda,3,3,3,170
23300,Yamaha,3,3,8,170
23200,Kawasaki,3,3,6,170
23100,Harley Davidson,3,3,23,171
25300,Used Other Products,8,3,33,153
25200,Used Automotive,8,3,33,189
25100,Used Motorcycle,8,3,33,137
24900,Other Major Unit Inventory,3,3,33,153
24800,Zero,3,3,45,170
24700,GasGas,3,3,137,137
24500,Wicked Thumb,3,3,33,153
24400,Kymco,3,3,15,170
24300,Triumph,3,3,17,170
24200,Piaggio,3,3,26,170
24100,Vespa,3,3,18,143
23900,Ducati,3,3,11,170
23800,Aprilia,3,3,9,170
23700,Moto Guzzi,3,3,47,170
